hex_id,lat,lon,ndvi_2025,ndvi_2026,ndvi_2025_min,ndvi_2026_min,ndvi_2025_max,ndvi_2026_max,change,relative_change,std_2025,std_2026,pixel_count_2025,pixel_count_2026,is_vegetated,severity,direction,area_type,confidence,anomaly_score,uncertainty_flag
89426995823ffff,33.618676852963596,72.89974575527842,0.38257330656051636,0.3752231001853943,0.032619986683130264,0.054012347012758255,0.6545354127883911,0.633014440536499,-0.00735020637512207,-1.9212543711434809,0.1325513869524002,0.12763266265392303,1183,1183,True,Mild,Stable,vegetated,0.8121248111500273,-0.3455063649403165,False
89209a49b77ffff,33.67243703177984,73.09717208434489,0.24930529296398163,0.24357399344444275,0.04621331766247749,0.052363209426403046,0.5349053740501404,0.48452243208885193,-0.005731299519538879,-2.2989080782841254,0.07587622106075287,0.07381097227334976,1184,1184,True,Mild,Stable,vegetated,0.8919130140428737,-0.2926565771017621,False
894269b1b3bffff,33.58610053507078,73.26138007755166,0.2574388384819031,0.32916560769081116,0.07963936775922775,0.07682639360427856,0.5181066393852234,0.5372307896614075,0.07172676920890808,27.861673720979823,0.08152741193771362,0.0959787517786026,1180,1180,True,Severe,Increase,vegetated,0.8718253325647884,2.235989517986829,False
894269ba2a7ffff,33.522333591466946,73.13321258488,0.11684072017669678,0.11438652127981186,0.006178618408739567,-0.002161383396014571,0.5146104097366333,0.42984411120414734,-0.002454198896884918,-2.1004653969724454,0.0496586374938488,0.052433401346206665,1177,1177,False,,,non_vegetated,0.9262807958205904,-0.18567446628077525,False
89209a4d84fffff,33.750111988728456,73.2443882425132,0.14342275261878967,0.13621661067008972,0.028781384229660034,0.03162055462598801,0.3481697142124176,0.3097211718559265,-0.007206141948699951,-5.024406390981428,0.05476003140211105,0.047457579523324966,1181,1181,False,,,non_vegetated,0.9261901220099136,-0.3408033307013582,False
894269b0a8bffff,33.63602376829452,73.25179952706522,0.2958175539970398,0.36599859595298767,0.03273381292819977,0.07498481869697571,0.5923020243644714,0.5886814594268799,0.07018104195594788,23.724434540030767,0.12452691048383713,0.14245812594890594,1180,1180,True,Severe,Increase,vegetated,0.8072139156269809,2.185528704201597,False
89209a48ac7ffff,33.7223832721829,73.08745091562515,0.21581009030342102,0.20593982934951782,0.02734883688390255,0.037357453256845474,0.5219979882240295,0.45866987109184265,-0.009870260953903198,-4.5735864064678236,0.08916434645652771,0.07690936326980591,1184,1184,True,Mild,Stable,vegetated,0.880080544425917,-0.4277744394566741,False
894269b7267ffff,33.682882488768804,73.29806965260119,0.2029990553855896,0.2534598410129547,0.09113652259111404,0.1070336401462555,0.48058903217315674,0.5094280242919922,0.05046078562736511,24.857645535106858,0.06811605393886566,0.08776634931564331,1180,1180,True,Severe,Increase,vegetated,0.8874395413779557,1.5417539499634576,False
89209a4f2a3ffff,33.78612118163475,73.12810219901786,0.442283570766449,0.4254845976829529,0.24811714887619019,0.2529424726963043,0.538317084312439,0.5034839510917664,-0.016798973083496094,-3.7982358364305857,0.04593629762530327,0.037924136966466904,1184,1184,True,Moderate,Decrease,vegetated,0.9394455770451399,-0.6539647015959313,False
89209a4d437ffff,33.769649994863315,73.15828915681162,0.3766689896583557,0.35286203026771545,0.16161616146564484,0.22040586173534393,0.5023550987243652,0.4736030697822571,-0.02380695939064026,-6.320392717285678,0.04979227855801582,0.03851012885570526,1185,1185,True,Moderate,Decrease,vegetated,0.936238091866655,-0.8827428973462002,False
894269b358fffff,33.6684060394495,73.11085487431883,0.23670803010463715,0.25611355900764465,-0.010494752787053585,0.010143902152776718,0.6007087826728821,0.5600398182868958,0.019405528903007507,8.19808643349753,0.12129402160644531,0.1165786013007164,1185,1185,True,Moderate,Increase,vegetated,0.8282355739387521,0.5279440920992793,False
894269a3597ffff,33.58388535399714,73.27169296808641,0.1626337468624115,0.13614393770694733,-0.0009661835501901805,-0.0651499480009079,0.25151175260543823,0.2510872185230255,-0.026489809155464172,-16.288015043934646,0.03609403967857361,0.052499011158943176,1184,1184,True,Moderate,Decrease,vegetated,0.9360282223984218,-0.9703254783851704,False
89426994b8bffff,33.66457560673434,72.93514302211123,0.3476470708847046,0.3708525598049164,0.15828481316566467,0.1935427337884903,0.595724880695343,0.6113168597221375,0.023205488920211792,6.675013501813101,0.07551775127649307,0.07448231428861618,1183,1183,True,Moderate,Increase,vegetated,0.8916870934702052,0.6519951330913136,False
